sender_email,sender_name,recipient_email,recipient_name,date_sent,subject
,,,,,PLEASE READ CAREFULLY
,,,,,Be kind
,,,,10 Jul 2006,CONFIDENTIAL!
,,,,10 Jul 2006,MR ROLAND CONTACTING YOU
,,,,11 Jul 2006,Hello friend
,,,,10 Jul 2006,URGENT RESPONSE NEEDED
,,,,11 Jul 2006,I NEED YOUR URGENT ASSISTANCE TO INVEST IN YOUR COUNTRY
,,,,,MISS ISABILA ADEL 
,,,,11 Jul 2006,Mrs Teressa Stevens.
,,,,11 Jul 2006,FROM PRINCE ALEX  DUKE
,,,,11 Jul 2006,Ms Nasrinn N.Farooq
,,,,11 Jul 2006,Urgent From Mrs Alice.
,,,,11 Jul 2006,REPLY TIMELY
,,,,,Hello
,,,,11 Jul 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,12 Jul 2006,WAITING TO HEAR FROM YOU SOONEST.
,,,,12 Jul 2006,I am waiting your response
,,,,12 Jul 2006,REGARDS FROM SANOUSSI
,,,,13 Jul 2006,UR HELP IS NEEDED>
,,,,13 Jul 2006,From Deborah Shombe Cry For Help
,,,,13 Jul 2006,INVESTMENT PROPOSAL
,,,,,YOUR ASSISTANCE NEEDED URGENTLY
,,,,14 Jul 2006,Miss L. B. CHRISTOPHER
,,,,,FROM Ms.JASON LEICEISTER.
,,,,14 Jul 2006,BUSINESS PROPOSAL (FUNDS TRANSFER)
,,,,14 Jul 2006,GIVE THIS AN URGNET ATTENTION PLSlllll.
,,,,,From.Dr. John Idiris
,,,,14 Jul 2006,BUSINESS/INVESTMENT PROPOSAL CLASSIFIED DEAL
,,,,14 Jul 2006,BUSINESS/INVESTMENT PROPOSAL CLASSIFIED DEAL
,,,,14 Jul 2006,FROM MR ABDULLAZEEZ (BUSINESS PROPOSAL)
,,,,15 Jul 2006,FROM:- MRS HELLEN P. ANYANWU SEEKING YOUR HELP.
,,,,16 Jul 2006,Private & Confidential.
,,,,,"Miss Sonia Obudu,"
,,,,16 Jul 2006,business inquiry
,,,,16 Jul 2006,Business Proposal...
,,,,17 Jul 2006,--URGENT BUSINESS PROPOSAL--
,,,,17 Jul 2006,CONFIDENTIAL PROPOSAL.
,,,,18 Jul 2006,Customer Survey - Get $40 Reward !
,,,,18 Jul 2006,REPRESENTATIVE NEEDED
,,,,18 Jul 2006,REPRESENTATIVE NEEDED
,,,,19 Jul 2006,URGENT RESPONSE NEEDED FROM YOU.
,,,,20 Jul 2006,My name is Edward Garner
,,,,20 Jul 2006,I NEED YOUR CO-OPERATION.
,,,,20 Jul 2006,((contact Mrs Linda))
,,,,20 Jul 2006,"""MY GOOD WILL"""
,,,,20 Jul 2006,CONFIDENTIAL  AND  URGENT
,,,,20 Jul 2006,CONFIDENTIAL  AND  URGENT
,,,,20 Jul 2006,GOOD DAY
,,,,20 Jul 2006,"Dear One, I Am(Ms.Maria Sara Akim)From refugee camp ,"
,,,,21 Jul 2006,NOTIFICATION OF BEQUEST FUND
,,,,21 Jul 2006,NOTIFICATION OF BEQUEST FUND
,,,,21 Jul 2006,NOTIFICATION OF BEQUEST FUND
,,,,,Confiding In You
,,,,21 Jul 2006,FROM MR. ROBIN CLARK
,,,,24 Jul 2006,I NEED YOUR URGENT ASSISTANCE(Mrs.AISHA MOHAMMED)
,,,,,ugent busness
,,,,,From Miss. Tina Koromah.
,,,,25 Jul 2006,FROM Ms.JASON LECEISTER
,,,,25 Jul 2006,From Mrs Alice.
,,,,25 Jul 2006,GOOD DAY...
,,,,26 Jul 2006,(FROM THE DESK OF MUSA GARUBA)
,,,,26 Jul 2006,I NEED YOUR CO-OPERATION.
,,,,,GREETING FROM MARY  KONE
,,,,26 Jul 2006,FROM MR. JOSEPH TAYLOR  (PLS CALL ME AS SOON AS YOU GET THIS MAIL)
,,,,26 Jul 2006,Congratulations!!!
,,,,,MY FAMILY NEED YOUR HELP
,,,,27 Jul 2006,GET BACK TO ME
,,,,27 Jul 2006,Please Help me
,,,,27 Jul 2006,this is for you
,,,,27 Jul 2006,For charity(From Muayed Abdul Faisal)
,,,,28 Jul 2006,REQUEST FOR YOUR UNRESERVED ASSISTANCE
,,,,29 Jul 2006,TREAT AS URGENT AND CONFIDENTIAL.
,,,,29 Jul 2006,GET BACK TO ME.
,,,,,RESPECTS
,,,,,RESPECTS
,,,,29 Jul 2006,"REPLY URGENT,"
,,,,,My regards
,,,,31 Jul 2006,FROM MISS FAITH ADEL
,,,,01 Aug 2006,FOR  YOUR  COMPENSATION.
,,,,01 Aug 2006,FOR  YOUR  COMPENSATION.
,,,,1 Aug 2006,A RELIABLE PARTNER
,,,,,FROM FLORENCE
,,,,2 Aug 2006,Mrs Farah al-Hashemi plz get back to me thru this email
,,,,,GET BACK TO ME  FROM ENG. SMART
,,,,02 Aug 2006,This is for you
,,,,2 Aug 2006,Assalamu Alaikum.
,,,,3 Aug 2006,GOOD NESW [FROM Andrew William]
,,,,3 Aug 2006,GOOD NESW [FROM Andrew William]
,,,,03 Aug 2006,helen williams  
,,,,4 Aug 2006,"Greeting From Martin,"
,,,,04 Aug 2006,PLEASE READ AND REPLY IMMEDIATELY.
,,,,5 Aug 2006,Ms.JASON LECEISTER
,,,,5 Aug 2006,Ms.JASON LECEISTER.
,,,,,"DR. WALTER AGU, /Secret & Confidential "
,,,,06 Aug 2006,FROM:MR NABA MOHAMMED
,,,,,URGENT REPLY
,,,,7 Aug 2006,I NEED YOUR SINCERITY AND TRUST.
,,,,07 Aug 2006,GET BACK TO ME (PROPOSAL)
,,,,,FROM ESTHER.....
,,,,,FROM ESTHER.....
,,,,9 Aug 2006,REPLY ME NOW
,,,,09 Aug 2006,Greetings/Urgent!
,,,,,YOUR KIND ASSISTANC
,,,,9 Aug 2006,URGENT PLEASE
,,,,10 Aug 2006,PLEASE READ AND GET BACK TO ME
,,,,09 Aug 2006,Your Response Needed ASAP 
,,,,,Sir/Madam
,,,,12 Aug 2006,Urgent Proposal !
,,,,13 Aug 2006,FROM THE DESK OF AZZEM YARO.
,,,,13 Aug 2006,FROM THE DESK OF AZZEM YARO.
,,,,14 Aug 2006,I NEED YOUR URGENT ASSISITANCE(Mrs Farah al-Hashemi )
,,,,14 Aug 2006,Mrs Teressa Stevens.
,,,,14 Aug 2006,FOR  YOUR  ATTENTION  ONLY.
,,,,15 Aug 2006,Urgent Proposal !
,,,,14 Aug 2006,Business
,,,,,Mrs.Suzzan Sainovic
,,,,,Mail From Mrs Angelo
,,,,17 Aug 2006,URGENT REPLY NEEDED  FROM MRS AISHA MOHAMMED
,,,,17 Aug 2006,BEST REGARD
,,,,17 Aug 2006,I am waiting for your urgent reply.
,,,,17 Aug 2006,U.B.P.!
,,,,17 Aug 2006,hello from mike
,,,,18 Aug 2006,Greetings From Mr Dennis
,,,,18 Aug 2006,LOOKING FORWARD TO AN INVESTMENT EXECUTION WITH YOU!!!
,,,,19 Aug 2006,REQUEST FOR URGENT BUSINESS TRANSACTION.
,,,,20 Aug 2006,Urgent Proposal !
,,,,20 Aug 2006,DEMANDING URGENT ATTENTION/CALL ME.
,,,,22 Aug 2006,URGENT CALL MR. PAULSON BENSON FOR TRANSFER 
,,,,21 Aug 2006,Urgent Proposal !
,,,,21 Aug 2006,Urgent Proposal !
,,,,22 Aug 2006,URGENT ASSISTANCE CALL MR. PAULSON BENSON FOR FUND TRANSFER
,,,,21 Aug 2006,FBN FOREX.
,,,,22 Aug 2006,From Duru Nbeki.
,,,,23 Aug 2006,REPRESENTATIVE REQUIRED...
,,,,23 Aug 2006,Urgent Proposal !
,,,,23 Aug 2006,Urgent Proposal !
,,,,24 Aug 2006,USE FOR THE LESS PRIVILEGED?
,,,,24 Aug 2006,TREAT AS URGENT5 
,,,,,=?iso-8859-1?Q?TRUSTFULL=20FELLOW=20NEEDED=2E=20?=
,,,,,Your attention needed.
,,,,25 Aug 2006,FROM MR DAVID.R.BALA
,,,,25 Aug 2006,CONFIDENTIAL PROPOSAL.
,,,,,Letter  From Smith
,,,,26 Aug 2006,From Mr Macuty Udoa
,,,,26 Aug 2006,REPLY URGENTLY PLEASE. 
,,,,26 Aug 2006,ASAP
,,,,26 Aug 2006,from:Mark james
,,,,26 Aug 2006,ASAP
,,,,9 Aug 2006,urgent
,,,,9 Aug 2006,urgent
,,,,28 Aug 2006,FROM:DESK OF MR HAROUNA  HAJI
,,,,29 Aug 2006,"GOOD DAY SIR, PLZ REPLY ME SOONEST"
,,,,,Letter  From Smith
,,,,29 Aug 2006,PLEASE KINDLY CONSIDER THIS OFFER.
,,,,,Attention
,,,,30 Aug 2006,PLZ SAVE MY LIFE
,,,,30 Aug 2006,REPLY URGENTLY PLEASE. 
,,,,,"Dear Sir/Madam,"
,,,,31 Aug 2006,Private & Confidential.
,,,,31 Aug 2006,DEAR SIR PLEASE I NEED YOUR URGENT ASSISTANCE.
,,,,1 Sep 2006,Urgent and confidential
,,,,01 Sep 2006,Greetings from Mrs. Estella 
,,,,1 Sep 2006,URGENT REPLY
,,,,,urgent business proposal
,,,,01 Sep 2006,=?windows-1251?Q?    Job offer    =21=21=21       from Rosinvest      company   fIw?=
,,,,1 Sep 2006,
,,,,2 Sep 2006,"BONJOUR,"
,,,,,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,,For Charity....Asalamulalaikum Warahmah
,,,,2 Sep 2006,urgent reply
,,,,2 Sep 2006,From Mr. Barry Henry
,,,,,FROM:MR GARUBA UMARU
,,,,01 Sep 2006,I NEED YOUR URGENT REPLY
,,,,4 Sep 2006,FROM THE DESK MR GEORGE KABORE
,,,,04 Sep 2006,COMPLIMENT FROM EMIRATES 
,,,,5 Sep 2006,hello
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,5 Sep 2006,FROM MR EDWARD  NKANGA
,,,,15 Sep 2006,"INVESTMENT NEGOTIATION TO THE M/D """
,,,,5 Sep 2006,RE:urgent proposal
,,,,5 Sep 2006,CAN WE HANDLE THIS TOGETHER?
,,,,4 Sep 2006,Mr. Peter Wallace
,,,,6 Sep 2006,YOUR ATTENTION NEEDED
,,,,6 Sep 2006,FROM MISS AICHA KEITA 
,,,,6 Sep 2006,Urgent
,,,,06 Sep 2006,MR. AHMED KARIM.
,,,,6 Sep 2006,HELLO
,,,,7 Sep 2006,Please Consider It Urgent From Mrs Farah (Iraqi Woman)
,,,,7 Sep 2006,I will appreciate your reply
,,,,7 Sep 2006,I NEED YOUR URGENT ASSISITANCE(Mrs Farah al-Hashemi )
,,,,06 Sep 2006,REPLY BACK TO ME
,,,,7 Sep 2006,"from Mark  miller,"
,,,,8 Sep 2006,I NEED YOUR URGENT ASSISITANCE(Mrs Farah al-Hashemi )
,,,,8 Sep 2006,"DEAR BELOVED,"
,,,,8 Sep 2006,BENSON EKO.
,,,,8 Sep 2006,"DEAR BELOVED,"
,,,,9 Sep 2006,Please Consider It Urgent From Mrs Farah Al-hashemi
,,,,8 Sep 2006,FROM:MRS.GLORIA DUBE I NEED YOUR HELP PLEASE 
,,,,10 Sep 2006,MRS Cyntia William
,,,,10 Sep 2006,MRS LIZY KAMARA
,,,,11 Sep 2006,letter from mrs kathy olds.
,,,,11 Sep 2006,From:The Desk Of Mr.Terry Larson
,,,,11 Sep 2006,BUSINESS ASSISTANCE AND HELP
,,,,12 Sep 2006,RE:INVESTMENT!!
,,,,12 Sep 2006,FROM MR SUDIQ  BAWA
,,,,12 Sep 2006,"Call me ASAP, (URGENT). September 12, 2006"
,,,,12 Sep 2006,"Dear Beloved in Christ,"
,,,,12 Sep 2006,Asking for your Urgent response
,,,,12 Sep 2006,LETTER FROM BROTHER PHILLIP
,,,,12 Sep 2006,Please Reply My Mail
,,,,12 Sep 2006,"DEAR BELOVED,"
,,,,12 Sep 2006,CONTRACT
,,,,13 Sep 2006,STRICTLY CONFIDENTIAL/URGENT ASSISTANCE NEEDED 
,,,,13 Sep 2006,"Greetings,kindly help me please"
,,,,14 Sep 2006,Essalamou aalaykoum 
,,,,14 Sep 2006,"DEAR BELOVED,"
,,,,14 Sep 2006,PLEASE GET BACK TO ME URGENTLY
,,,,14 Sep 2006,HELLO FROM  AZIZ KOFFI  URGENT REPLY  PLS
,,,,14 Sep 2006,URGENTLY    REPLY
,,,,14 Sep 2006,GOOD DAY.
,,,,14 Sep 2006,URGENT RESPONSE!!!
,,,,14 Sep 2006,My appreciation to you.
,,,,15 Sep 2006,CONFIDENTIAL  PROPOSAL.
,,,,15 Sep 2006,CONFIDENTIAL  PROPOSAL.
,,,,15 Sep 2006,FROM COL KOBIA ABUOM
,,,,15 Sep 2006,FROM IBRAHI RASHID
,,,,16 Sep 2006,FROM MR BENSON EKO
,,,,17 Sep 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES. 
,,,,,URGENT AND PRIVATE 
,,,,,URGENT AND PRIVATE 
,,,,18 Sep 2006,Legit Offer From Auditor Dan Watkins
,,,,19 Sep 2006,WAITING FOR YOUR URGENT RESPONSE
,,,,19 Sep 2006,Mr Noel PANGA.
,,,,19 Sep 2006,WAITING FOR YOUR URGENT RESPONSE
,,,,19 Sep 2006,FROM MRS.TOYA
,,,,20 Sep 2006,PAYMENT REPRESENTATIVE OFFER
,,,,20 Sep 2006,PAYMENT REPRESENTATIVE OFFER
,,,,20 Sep 2006,PAYMENT REPRESENTATIVE OFFER
,,,,19 Sep 2006,IMMEDIATE PAYMENT
,,,,21 Sep 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES. 
,,,,21 Sep 2006,"From ,Mr, Larry Willison Udo"
,,,,21 Sep 2006,From Mrs. Zainab M. Fuseini.
,,,,22 Sep 2006,CONSIDER IT URGENT MRS FARAH AL-HASHEMI
,,,,22 Sep 2006,PRIVATE AND URGENT
,,,,22 Sep 2006,I NEED YOUR URGENT ASSISITANCE(Mrs Farah al-Hashemi )
,,,,22 Sep 2006,DR RANI ALI JUMA.
,,,,22 Sep 2006,COMPENSATION FOR ALL THE PAST EFFORT
,,,,22 Sep 2006,GREETINGS
,,,,22 Sep 2006,letter
,,,,23 Sep 2006,FROM MR HAMSA AHMED. 
,,,,23 Sep 2006,URGENT RESPONSE NEEDED.
,,,,23 Sep 2006,FROM:THE DESK OF ENG.CLICF WANTOM
,,,,23 Sep 2006,Good day
,,,,23 Sep 2006,PLEASE GIVE URGENT RESPONSE TO THIS MAIL...
,,,,23 Sep 2006,FROM THE DESK OF MUSA GARUBA
,,,,23 Sep 2006,FROM THE DESK OF MUSA GARUBA
,,,,24 Sep 2006,Hello/Urgent
,,,,26 Sep 2006,consider it urgent from mrs aisha mohammed(iraqi woman)
,,,,26 Sep 2006,FLIGHT
,,,,27 Sep 2006,From Mr.Mohamad Hassan.
,,,,26 Sep 2006,consider it urgent from mrs aisha mohammed(iraqi woman)
,,,,26 Sep 2006,FROM THE DESK OF MUSA GARUBA
,,,,,REQUEST FOR BUSINESS RELATIONSHIP / NEXT OF KIN.
,,,,27 Sep 2006,VERY URGENT PLEASE
,,,,27 Sep 2006,From The Desk Of  Godwin Amiri (Esq).
,,,,26 Sep 2006,"DEAR BELOVED,"
,,,,27 Sep 2006,HELLO 
,,,,28 Sep 2006,READ AND GET BACK TO ME
,,,,28 Sep 2006,MRS sharonabed/Abidjan
,,,,28 Sep 2006,Business..
,,,,29 Sep 2006,Assalamualaikum
,,,,28 Sep 2006,CAN I TRUST YOUU$15.000.000.000 TRANSFERD TO YOUR ACCOUNT i
,,,,29 Sep 2006,From Dr. Mohammed !
,,,,29 Sep 2006,TREAT AS URGENT .
,,,,29 Sep 2006,CAN I TRUST YOUU$15.000.000.000 TRANSFERD TO YOUR ACCOUNT i
,,,,29 Sep 2006,PETER JOHNSON
,,,,30 Sep 2006,GOOD DAY.
,,,,,FROM DR JUSTUS LEE/URGENT NEEDED AND CONFIDENTIAL
,,,,01 Oct 2006,UGENT  REPLY
,,,,,CAN I TRUST YOU U$15.000.000.00 TO YOUR ACCOUNT
,,,,,CAN I TRUST YOU U$15.000.000.00 TO YOUR ACCOUNT
,,,,02 Oct 2006,MESSAGE FROM MR. ADAMS IBRAHIM.TREAT AS URGENT
,,,,02 Oct 2006,MESSAGE FROM MR. ADAMS IBRAHIM.TREAT AS URGENT
,,,,02 Oct 2006,From Cynthia.
,,,,2 Oct 2006,Introduction
,,,,3 Oct 2006,Introduction
,,,,2 Oct 2006,Greetings from Mr.Johnson
,,,,03 Oct 2006,URGENT ASSISTANT PLEASE.
,,,,03 Oct 2006,PRIVATE AND URGENT
,,,,03 Oct 2006,PRIVATE AND URGENT
,,,,4 Oct 2006,ASSISTANT  NEEDED URGENTLY
,,,,4 Oct 2006,Any Project/Business Proposal In Mind?
,,,,04 Oct 2006,TREAT AS URGENT 
,,,,,ATTENTION
,,,,,URGENT RESPOND
,,,,6 Oct 2006,I need your assistance please !!!
,,,,5 Oct 2006,FROM OFFICE OF REV.FR RICHARD DAVID
,,,,6 Oct 2006,From Mr. Tower
,,,,6 Oct 2006,BUSINESS PROPOSAL
,,,,06 Oct 2006,GET BACK IMMEDIATELY
,,,,06 Oct 2006,CAN YOU HELP US PLS    CAN YOU HELP US PLS !!!!!!!!!!!!!!  !!!!!!!!!!!!!!
,,,,06 Oct 2006,URGENT AND CONFIDENTIAL
,,,,,"From Toure Kenneth,"
,,,,,THIS FROM MR HENRY KABORE
,,,,,YOURS  FAITHFULLY
,,,,,FAITH OF DONATION
,,,,9 Oct 2006,MR DONALD COLLINS
,,,,10 Oct 2006,Your Opinion.
,,,,10 Oct 2006,FROM THE DESK OF MUSA GARUBA
,,,,10 Oct 2006,10/10/2006
,,,,11 Oct 2006,DEAR FRIEND
,,,,12 Oct 2006,FROM THE DESK OF MR.Atik BASSIM
,,,,12 Oct 2006,FROM THE DESK OF MR.Atik BASSIM
,,,,12 Oct 2006,+ From Portugal & Urgent Reply Needed.+ 
,,,,12 Oct 2006,URGENT RESPONSE FOR BUSINESS TRANSACTION. 
,,,,,BENEFICIARY
,,,,,NOTIFICATION OF BEQUEST
,,,,13 Oct 2006,REPLY URGENTLY.
,,,,13 Oct 2006,"Mr Denguele Samatigui, TREAT VERY URGENT AND CONFIDENTIAL."
,,,,13 Oct 2006,
,,,,13 Oct 2006,DEMANDING URGENT ATTENTION/CALL ME.
,,,,13 Oct 2006,DEMANDING URGENT ATTENTION/CALL ME.
,,,,,FROM Mrs Maryam Abacha
,,,,14 Oct 2006,VERY URGENT AND CONFIDENTIAL.
,,,,14 Oct 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,14 Oct 2006,Mrs.Nancy Savimbi (Angola)
,,,,14 Oct 2006,Contact my secretary in Cotonou De federal Republic of Benin
,,,,14 Oct 2006,REPLY BACK URGENTLY PLEASE!!!
,,,,15 Oct 2006,"Mr Denguele Samatigui, TREAT VERY URGENT AND CONFIDENTIAL."
,,,,16 Oct 2006,URGENT PLEASE.
,,,,16 Oct 2006,BUSINESS ASSISTANCE
,,,,,I NEED YOUR HELP 
,,,,16 Oct 2006,REPLY BACK URGENTLY PLEASE!!!
,,,,16 Oct 2006,"The Beneficiary, Estate of Engr. Terry Williams."
,,,,16 Oct 2006,WAITING FOR YOUR URGENT RESPONSE
,,,,17 Feb 2006,"Assalam Ailekun,"
,,,,17 Oct 2006,REQUEST FOR PARTNERSHIP
,,,,17 Oct 2006,REQUEST FOR PARTNERSHIP
,,,,17 Oct 2006,BUSINESS ASSISTANCE
,,,,17 Oct 2006,Mr Noel PANGA.
,,,,17 Oct 2006,URGENT RESPONSE NEEDED 
,,,,,USE THE NAME ADAMA
,,,,18 Oct 2006,A LETTER FROM MRS.HADDIYA A. HASSAN REGARDING MY INVESTMENT PLAN
,,,,,PLEASE HELP ME 
,,,,18 Oct 2006,URGENT REPLY
,,,,18 Oct 2006,I AWAIT YOUR RESPONSE
,,,,18 Oct 2006,(I AM CAPT. JOE ALEX) PLEASE REPLY IMMEDIATELY
,,,,15 Oct 2002,I Hope Our Message Meet You In Good Mood.
,,,,19 Oct 2006,GOOD DAY
,,,,19 Oct 2006,FROM GEPRGE PATH.
,,,,19 Oct 2006,REPLY URGENTLY PLEASE. 
,,,,19 Oct 2006,Mr Noel PANGA.
,,,,19 Oct 2006,URGENT AND CONFIDENTIAL.
,,,,20 Oct 2006,Business proposal
,,,,19 Oct 2006,"From Mr. Al_hadji,"
,,,,19 Oct 2006,"Mr Alpha Kone,TREAT VERY URGENT AND CONFIDENTIAL."
,,,,20 Oct 2006,HELLO
,,,,20 Oct 2006,REVERT.
,,,,,Donation From Mrs Susan Thompson
,,,,21 Oct 2006,EMAIL YOUR RESPONSE
,,,,21 Oct 2006,EMAIL YOUR RESPONSE
,,,,21 Oct 2006,I NEED YOUR HELP
,,,,21 Oct 2006,VdIAGRA
,,,,23 Oct 2006,From Cynthia.
,,,,24 Oct 2006,Greeting in the name of our Lord Jeses Christ (mrs pprisca konan)
,,,,24 Oct 2006,BUSINESS ASSISTANCE
,,,,24 Oct 2006,BUSINESS ASSISTANCE
,,,,25 Oct 2006,INVESTORS NEEDED
,,,,,"URGENT.ATTENTION,,,"
,,,,25 Oct 2006,INVESTMENT
,,,,,President/Director 
,,,,,President/Director 
,,,,25 Oct 2006,TREAT AS URGENT .
,,,,26 Oct 2006,"FROM MATHEW COLIN ,"
,,,,26 Oct 2006,Treat Urgent
,,,,26 Oct 2006,FROM CHIEF AMAH KWAKU:
,,,,26 Oct 2006,URGENT RESPONSE
,,,,27 Oct 2006,HELLO
,,,,27 Oct 2006,Salam
,,,,28 Oct 2006,Your Urgent  Assistance Needed
,,,,28 Oct 2006,Assalamualaikum
,,,,28 Oct 2006,Good Day From Taylor
,,,,29 Oct 2006,"Mr Denguele djaratigui, TREAT VERY URGENT AND CONFIDENTIAL."
,,,,30 Oct 2006,YOUR REPLY NEEDED FROM MRS SHADE IBRAHIM
,,,,,Urgent response needed
,,,,30 Oct 2006,Very Urgent.
,,,,,Urgent reply
,,,,31 Oct 2006,FROM MR COLIN MATHEW
,,,,30 Oct 2006,WILSON & ASSOCIATES
,,,,,"Hello My Good Friend, "
,,,,31 Oct 2006,WIDOW IN NEED
,,,,31 Oct 2006,Urgent
,,,,31 Oct 2006,GREETINGS IN THE NAME OF ALLAH
,,,,31 Oct 2006,WE  NEED  YOUR  HELP.
,,,,,URGENTLY.
,,,,,please help me
,,,,,confidencail
,,,,2 Nov 2006,With Confidence
,,,,02 Nov 2006,From Bryan Kanza.
,,,,2 Nov 2006,
,,,,02 Nov 2006,PRIVATE AND URGENT
,,,,3 Nov 2006,FROM MR.WONG.GOD BLESS YOU.
,,,,4 Nov 2006,Business Relationship
,,,,4 Nov 2006,ASAP
,,,,04 Nov 2006,Mrs Rita Abed
,,,,4 Nov 2006,Urgent Assistance Requested
,,,,06 Nov 2006,
,,,,6 Nov 2006,Greetings to You
,,,,06 Nov 2006,MUTUAL UNDERSTANDING
,,,,,I   NEED   YOUR HELP
,,,,,I   NEED   YOUR HELP
,,,,06 Nov 2006,TREAT AS URGENT
,,,,07 Nov 2006,PRIVATE AND URGENT
,,,,7 Nov 2006,PLEASE GET BACK TO ME
,,,,,URGENT REPLY NEEDED.
,,,,,Miss Aranima Enfandy.
,,,,8 Nov 2006,"Assalam Aleikum,  A Message of brotherhood from Darfur, Sudan"
,,,,8 Nov 2006,"Assalam Aleikum,  A Message of brotherhood from Darfur, Sudan"
,,,,,Donation From Mrs Susan Thompson
,,,,8 Nov 2006,A VERY URGENT & CONFIDENTIAL MESSAGE ON BEHALF OF THE DARFUR REFUGEES
,,,,8 Nov 2006,A VERY URGENT & CONFIDENTIAL MESSAGE ON BEHALF OF THE DARFUR REFUGEES
,,,,8 Nov 2006,LOOKING FOR PARTNERSHIP
,,,,9 Nov 2006,YOUR INHERITANCE FUND
,,,,9 Nov 2006,From Mr. MARK LEE
,,,,09 Nov 2006,GOOD FAITH
,,,,7 Nov 2006,FROM OFFICE OF REV.FR RICHARD DAVID
,,,,10 Nov 2006,URGENT MESSAGE FROM DAVID JOSEPH
,,,,10 Nov 2006,From Mr Koffi Michel 
,,,,,"Bonjour,"
,,,,,"Bonjour,"
,,,,10 Nov 2006,YOUR ASSISTANCE NEEDED. CALL ME +229 95 81 42 10
,,,,10 Nov 2006,TREAT AS URGENT
,,,,10 Nov 2006,TRUSTING TO HEAR FRO YOU URGENTLY.
,,,,11 Nov 2006,TREAT AS URGENT
,,,,12 Nov 2006,From Mr. Thompson J. Alber
,,,,12 Nov 2006,THANKS FOR YOUR REPLY 
,,,,12 Nov 2006,I NEED YOUR URGENT ASSISTANCE(Mrs Farah al-Hashemi )
,,,,,From Gilbert Bob I Need Your Help Please 
,,,,,Mrs. Helen  Walter. 
,,,,,Mrs. Helen  Walter. 
,,,,13 Nov 2006,FORWARD YOUR COMPLIANCE
,,,,14 Nov 2006,I LOOK FORWARD TO YOUR EARLIEST REPLY.
,,,,14 Nov 2006,BUSINESS ASSISTANCE
,,,,14 Nov 2006,BUSINESS ASSISTANCE
,,,,,KINDLY   ATTENTION
,,,,15 Nov 2006,POCUREMENT OF GARNET IN MALAYSIA
,,,,15 Nov 2006,FROM MRS.SUZANA NUHAN VAYE
,,,,15 Nov 2006,FROM MRS.SUZANA NUHAN VAYE
,,,,16 Nov 2006,(PROJECT/2005/PWM/M.MUDUO-INVESTMENT)
,,,,15 Nov 2006,YOUR PENDING PAYMENT
,,,,16 Nov 2006,URGENT AND CONFIDENTIAL
,,,,,ASSISTANCE FOR HELP
,,,,16 Nov 2006,STRICTEST CONFIDENCE
,,,,,I NEED YOUR REPLY URGENTLY
,,,,16 Nov 2006,+ From Portugal & Urgent Reply Needed.+ 
,,,,16 Nov 2006,Urgent  Reply
,,,,17 Nov 2006,TREAT AS URGENT AND CONFIDENTIAL.
,,,,18 Nov 2006,From;Mrs Aminatu Abubaka
,,,,17 Nov 2006,Mr. Dezaryi
,,,,21 Nov 2006,SUPPLY FROM MR KONAN ALAIN
,,,,21 Nov 2006,from britt benson.
,,,,,Donation From Mrs Susan Thompson
,,,,21 Nov 2006,CAN I TRUST YOU.
,,,,21 Nov 2006,Request for help
,,,,,SEED OF FAITH .
,,,,23 Nov 2006,Fr. Father Felix
,,,,23 Nov 2006,URGENT REPLY.
,,,,23 Nov 2006,PLEASE CONSIDER THIS OFFER.
,,,,23 Nov 2006,Mr.SAMUEL PETTERS
,,,,23 Nov 2006,FROM DR WOMA LEE/URGENT NEEDED AND CONFIDENTIAL
,,,,23 Nov 2006,Assalamualaikum
,,,,23 Nov 2006,Assalamualaikum
,,,,23 Nov 2006,DEAR FRIEND (MY PROPOSAL!!!)
,,,,24 Nov 2006,GOOD DAY
,,,,24 Nov 2006,Miss Rither Amadi
,,,,24 Nov 2006,"Dear Friend,"
,,,,24 Nov 2006,VERY IMPORTANT.
,,,,24 Nov 2006,VERY IMPORTANT.
,,,,25 Nov 2006,"INVESTMENT PATENERSHIP,M/D"
,,,,25 Nov 2006,FONDAZION DI VITTORIO
,,,,,"I HAVE CANCER AND WILL DIE SOON,PLS HELP ME TO DO THIS LAST WISH BEFORE I DIE. "
,,,,26 Nov 2006,"From  Mr, Ernest  williams"
,,,,,PROJECT
,,,,27 Nov 2006,President/Director
,,,,27 Nov 2006,"My dear,"
,,,,27 Nov 2006,Waiting for you
,,,,28 Nov 2006,URGENT
,,,,28 Nov 2006,Inquiry From Kevin
,,,,28 Nov 2006,Assalamualaikum
,,,,28 Nov 2006,From Mark Nguessane.
,,,,9 Feb 2000,Your Advice From Mr. Peter Please Reply Back Now!!!
